request,kind,requested_model,response_model,response_id,provider_created,has_response,duplicate_response_id,tokens,recovery_sidecars,error_files
records/units/gpt4o/eda_005/2/spicepilot/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQNmRj5rmf3GP4EgmjSmwxJ2t1L6,1789013338,True,False,4281,0,0
records/units/gpt4o/eda_005/3/analogcoder/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTtGOLxHJLj8BEFE6RAnHSqYOzl,1789013717,True,False,2527,0,0
records/units/gpt4o/eda_005/3/direct/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMRBCWImxTCSgR49K3DT1au28JsQN,1789016402,True,False,666,1,0
records/units/gpt4o/eda_005/3/direct/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMRBFjWyvhbXPUEt5t9QqmzvbVTLl,1789016405,True,False,671,1,0
records/units/gpt4o/eda_005/3/direct/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMRBHqPxdHGJRIQQAo9FBWGD590kw,1789016407,True,False,647,1,0
records/units/gpt4o/eda_005/3/full/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTJD0tw2Wt29yWaxLi7PHIzie11D,1789024587,True,False,2085,0,0
records/units/gpt4o/eda_005/3/full/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTJGL7ckHsFpl6zt5o2gciGnVvHd,1789024590,True,False,2422,0,0
records/units/gpt4o/eda_005/3/full/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTJKFxx4Y9LyoT4bTIGQJ5t0yy80,1789024594,True,False,3071,0,0
records/units/gpt4o/eda_005/3/planning_calls/call_01/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTjBYznmBAdIzyR9fDa4j0sTSdw,1789013707,True,False,411,0,0
records/units/gpt4o/eda_005/3/planning_calls/call_02/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTlpPsUSLicARfo5VKOVx75ICR3,1789013709,True,False,927,0,0
records/units/gpt4o/eda_005/3/planning_calls/call_03/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTo8s3GzSk2WHhuSKxGM4sG24UO,1789013712,True,False,928,0,0
records/units/gpt4o/eda_005/3/planning_calls/call_04/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTquvyr6I0exd2JNYwwYYL5bdiH,1789013714,True,False,927,0,0
records/units/gpt4o/eda_005/3/spicepilot/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQU5wwJY0s3sCfsRAixrnsAd4rJK,1789013729,True,False,4278,0,0
records/units/gpt4o/eda_005/3/spicepilot/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMRB5OcGTstgfMZzHatWjwThEZ2mJ,1789016395,True,False,4216,1,0
records/units/gpt4o/eda_005/3/spicepilot/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMRB8bySqEOfcDM9o0sHryVxIaXjt,1789016398,True,False,4270,1,0
records/units/gpt4o/eda_006/1/analogcoder/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXH3FsIC85Ipq5fqLi1plSl5Xb2,1789010083,True,False,2643,0,0
records/units/gpt4o/eda_006/1/direct/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXg0PFOW0Ym1HEfd220xcLMQg3d,1789010108,True,False,654,0,0
records/units/gpt4o/eda_006/1/direct/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXih9ste2XoeeAiizGGmMnElg6V,1789010110,True,False,682,0,0
records/units/gpt4o/eda_006/1/direct/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXl8wSnuBUnmxOxEaAjAG2jSHS3,1789010113,True,False,671,0,0
records/units/gpt4o/eda_006/1/full/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMT70Kwp0URkomJAOPrOyU3oqqzsR,1789023830,True,False,2120,0,0
records/units/gpt4o/eda_006/1/full/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMT73SDbF08yQ5QfavctmnnZCPIly,1789023833,True,False,2544,0,0
records/units/gpt4o/eda_006/1/full/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMT760EbsVk4IgwyUR8sv6a4e7DpC,1789023836,True,False,3196,0,0
records/units/gpt4o/eda_006/1/planning_calls/call_01/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPX4o1mOwzFQyKbrVn8skmU3RbB5,1789010070,True,False,415,0,0
records/units/gpt4o/eda_006/1/planning_calls/call_02/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPX7J0Qlj5mOojeN9b8h0DgzjLVz,1789010073,True,False,887,0,0
records/units/gpt4o/eda_006/1/planning_calls/call_03/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXAoudyNSpyY9KvF2Vn9Cs3dKFL,1789010076,True,False,887,0,0
records/units/gpt4o/eda_006/1/planning_calls/call_04/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXEGft1Uw14aicSF552vSweD7aH,1789010080,True,False,880,0,0
records/units/gpt4o/eda_006/1/spicepilot/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXMGvwApzBYTpAm1LSUzvNlw2Dt,1789010088,True,False,4198,0,0
records/units/gpt4o/eda_006/1/spicepilot/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXQdNagl9NLpnmgM3X3U6MgSVif,1789010092,True,False,4318,0,0
records/units/gpt4o/eda_006/1/spicepilot/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXVNvDm8oolT9BRQtsANZyI07eE,1789010097,True,False,4163,0,0
records/units/gpt4o/eda_006/2/analogcoder/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSdEmOZwllGib5qLwIL1tKWWWMC,1789013639,True,False,2556,0,0
records/units/gpt4o/eda_006/2/direct/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSUrYoQx1ec8WDTfp6FNy77z9UK,1789013630,True,False,682,0,0
records/units/gpt4o/eda_006/2/direct/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSX6dAeN7a4VDF7NzYhrLU9yt6M,1789013633,True,False,717,0,0
records/units/gpt4o/eda_006/2/direct/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSa4xL7vD3kfPP1EIeKPnUtHnNb,1789013636,True,False,677,0,0
records/units/gpt4o/eda_006/2/full/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTGS55cvypQiTUuoelZjU1j5sfpU,1789024416,True,False,2108,0,0
records/units/gpt4o/eda_006/2/full/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTGVcy78LDS2VjQTMNofajYHcTUL,1789024419,True,False,2442,0,0
records/units/gpt4o/eda_006/2/full/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTGXPobdHwDInWTESMwq0sYnssGJ,1789024421,True,False,3080,0,0
records/units/gpt4o/eda_006/2/planning_calls/call_01/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQS1HEg8qx5uatGn4HmeAaZ6N80p,1789013601,True,False,401,0,0
records/units/gpt4o/eda_006/2/planning_calls/call_02/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQS4H3Az4G6WAyfePXBb5i1T4aDT,1789013604,True,False,880,0,0
records/units/gpt4o/eda_006/2/planning_calls/call_03/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQS7loq8smNJTJxZQBA6BtwUlIEl,1789013607,True,False,887,0,0
records/units/gpt4o/eda_006/2/planning_calls/call_04/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSALrvOPIe9gc0ZVwxoRAp630BQ,1789013610,True,False,904,0,0
records/units/gpt4o/eda_006/2/spicepilot/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSDf9fwTzYQOgyrHneUEWFBz5S6,1789013613,True,False,4292,0,0
records/units/gpt4o/eda_006/2/spicepilot/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSInuBlioKnq2Hw2r2KeLjI4fPg,1789013618,True,False,4163,0,0
records/units/gpt4o/eda_006/2/spicepilot/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSLqU9ekWklvInLv55DCfYGsOws,1789013621,True,False,4179,0,0
records/units/gpt4o/eda_006/3/analogcoder/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQT6gmeZIA50j6oSGO0iGfQdQWYq,1789013668,True,False,2688,0,0
records/units/gpt4o/eda_006/3/direct/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTDkxB6bPdn4idChLI4BHSw55GW,1789013675,True,False,673,0,0
records/units/gpt4o/eda_006/3/direct/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTGOYzm7XX6vNxb2bOokN8l32iO,1789013678,True,False,666,0,0
records/units/gpt4o/eda_006/3/direct/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTIniebwwcOiTpXyx1AP9sghKby,1789013680,True,False,665,0,0
records/units/gpt4o/eda_006/3/full/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTHnlo01YpHBzE3TJphe6rQDY5lM,1789024499,True,False,2047,0,0
records/units/gpt4o/eda_006/3/full/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTHqfet0zJUDcVB5gH8UMUhug4xM,1789024502,True,False,2447,0,0
records/units/gpt4o/eda_006/3/full/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTHsD1j8uVBDQ9dAnmCgatq3WuCE,1789024504,True,False,3112,0,0
records/units/gpt4o/eda_006/3/planning_calls/call_01/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSniu4oW2x0yl0IXJCI2TzJr6Ft,1789013649,True,False,388,0,0
records/units/gpt4o/eda_006/3/planning_calls/call_02/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSqS1Wys01Z8k6ZAMvVyALQrdAs,1789013652,True,False,875,0,0
records/units/gpt4o/eda_006/3/planning_calls/call_03/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQStlaxu8r02IfwXfo6d806JHbsF,1789013655,True,False,879,0,0
records/units/gpt4o/eda_006/3/planning_calls/call_04/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSv8vXkb82o3lJhjk5z9XhLACHL,1789013657,True,False,875,0,0
records/units/gpt4o/eda_006/3/spicepilot/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTKLGEp9dD1A8RGTZiBCfraPrXA,1789013682,True,False,4279,0,0
records/units/gpt4o/eda_006/3/spicepilot/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTPWOeazQ1TqA2LIJlKkxAqEtEw,1789013687,True,False,4168,0,0
records/units/gpt4o/eda_006/3/spicepilot/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTSHjxRLv7ZSkzVmMDBk1KxDiVw,1789013690,True,False,4156,0,0
records/units/gpt4o/eda_007/1/analogcoder/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPrNJhlGIYfXzSIl2XA9xwZFQxxx,1789011329,True,False,2751,0,0
records/units/gpt4o/eda_007/1/analogcoder/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPrSKr58nPow9UkihcjYS2TEKJJt,1789011334,True,False,3459,0,0
records/units/gpt4o/eda_007/1/analogcoder/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPrXkJYPFJBSJnZgbpSsX9RH4KcE,1789011339,True,False,4200,0,0
records/units/gpt4o/eda_007/1/direct/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPrhq34rTZc1gs1UJiNWUN7kXNqu,1789011349,True,False,725,0,0
records/units/gpt4o/eda_007/1/full/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTBJfhnx6LTy2Rw4VbeYHj9EwEWZ,1789024097,True,False,2322,0,0
records/units/gpt4o/eda_007/1/full/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTBLzCGUjGbH1uSGJ2VqXTM42d6i,1789024099,True,False,2605,0,0
records/units/gpt4o/eda_007/1/planning_calls/call_01/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPqt6oeMXBWY4eomquLqDhbomGsr,1789011299,True,False,392,0,0
records/units/gpt4o/eda_007/1/planning_calls/call_02/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPqwlgz9s8y553eSO2eEIJVl22tS,1789011302,True,False,913,0,0
records/units/gpt4o/eda_007/1/planning_calls/call_03/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPqzZuVG9L8KFsxhbffCbPpUy2fG,1789011305,True,False,913,0,0
records/units/gpt4o/eda_007/1/planning_calls/call_04/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPr1fvNFol8qYjuyl9LAMmiVn7Id,1789011307,True,False,913,0,0
records/units/gpt4o/eda_007/1/spicepilot/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPr8JDakupo8SG68cDQs2z5qNwtb,1789011314,True,False,4352,0,0
records/units/gpt4o/eda_007/1/spicepilot/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPrD4xqVTaZqNBHRoDlx8e6PxEYf,1789011319,True,False,4468,0,0
records/units/gpt4o/eda_007/1/spicepilot/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPrJvpueDB6g9L9DYNvARCcXYkHC,1789011325,True,False,4348,0,0
records/units/gpt4o/eda_007/2/analogcoder/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ0i5TAfIw6d9vxr8H3QK5sxM2ZT,1789011908,True,False,2747,0,0
records/units/gpt4o/eda_007/2/analogcoder/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ0nABQBPboqYhE9sJFErygNWR7t,1789011913,True,False,3409,0,0
records/units/gpt4o/eda_007/2/analogcoder/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ0qOOfcASbXFZfxAGeSacQFCWOV,1789011916,True,False,4071,0,0
records/units/gpt4o/eda_007/2/direct/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ0vBQUh3VyJ4qQyhfwH5ZrH91i8,1789011921,True,False,766,0,0
records/units/gpt4o/eda_007/2/direct/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ0xCQIJdV0p505S2iTUrmk3JcO7,1789011923,True,False,759,0,0
records/units/gpt4o/eda_007/2/direct/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ0zO13mvjFpfbfULNjRjVADmgZ6,1789011925,True,False,751,0,0
records/units/gpt4o/eda_007/2/full/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTCfeeCisdvaNd9ohA794AvX3ku1,1789024181,True,False,2304,0,0
records/units/gpt4o/eda_007/2/full/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTChPxipPk2EcVN3eOdpc6Z8JdvQ,1789024183,True,False,2579,0,0
records/units/gpt4o/eda_007/2/full/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTCjiiRu5IDRTJ7lzUVVht59mPxA,1789024185,True,False,3141,0,0
records/units/gpt4o/eda_007/2/planning_calls/call_01/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ0QwlIhtCfwJuLQnSzCe7UBrzNd,1789011890,True,False,402,0,0
records/units/gpt4o/eda_007/2/planning_calls/call_02/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ0TuyhAD0mGOQgO0iw8Pm4CGDKo,1789011893,True,False,923,0,0
records/units/gpt4o/eda_007/2/planning_calls/call_03/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ0Wqy1Cs2Sp85lGCbhQrw8ASJTx,1789011896,True,False,923,0,0
records/units/gpt4o/eda_007/2/planning_calls/call_04/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ0Y5gTaLLbIqKTyydh6iV6vHahm,1789011898,True,False,923,0,0
records/units/gpt4o/eda_007/2/spicepilot/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ14K2e3LfW6Y5tfClGk0EXTCti6,1789011930,True,False,4330,0,0
records/units/gpt4o/eda_007/2/spicepilot/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ18OvjaCQatFkEAP2oe4vsRVlTz,1789011934,True,False,4275,0,0
records/units/gpt4o/eda_007/2/spicepilot/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQ1CV9e1DQKk4wWmVBQa3FqCZg1D,1789011938,True,False,4401,0,0
records/units/gpt4o/eda_007/3/analogcoder/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQT6hqVLMOkXvaR4Pu0Ee53uqnEA,1789013668,True,False,2718,0,0
records/units/gpt4o/eda_007/3/analogcoder/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTCrlhvnc0YhteOAdEQVz2IsB90,1789013674,True,False,3406,0,0
records/units/gpt4o/eda_007/3/analogcoder/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTGxWlNTdhHBghaY4o8nH7bd8TS,1789013678,True,False,4113,0,0
records/units/gpt4o/eda_007/3/direct/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTJhBljYfiPtcY5FJCTFo3bUI7N,1789013681,True,False,758,0,0
records/units/gpt4o/eda_007/3/full/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTI4P24PAAqAKLfPNMqdwKlKYeV6,1789024516,True,False,2319,0,0
records/units/gpt4o/eda_007/3/full/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMTI6IrD6jYfz0MJmnSf4aL0s0RBd,1789024518,True,False,2439,0,0
records/units/gpt4o/eda_007/3/planning_calls/call_01/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSxA3Y3sZCoq64KSpoPaEuBhilC,1789013659,True,False,403,0,0
records/units/gpt4o/eda_007/3/planning_calls/call_02/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQSzjQtxNipftorQlIIHhCn3C1wS,1789013661,True,False,924,0,0
records/units/gpt4o/eda_007/3/planning_calls/call_03/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQT1tPkJeL9arcQOXkAOzoXJAKiz,1789013663,True,False,924,0,0
records/units/gpt4o/eda_007/3/planning_calls/call_04/request.json,preparation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQT3Pg058X0AHwCbFhn1AJQeyCit,1789013665,True,False,924,0,0
records/units/gpt4o/eda_007/3/spicepilot/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTLz8u3y0NFMIdVk5oRELMlf8eb,1789013683,True,False,4446,0,0
records/units/gpt4o/eda_007/3/spicepilot/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTQdXFNPbgmKCbI3zpS7pnZyDSa,1789013688,True,False,4487,0,0
records/units/gpt4o/eda_007/3/spicepilot/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMQTV81HdeUqCsKAu2V9S3NaLcfyI,1789013693,True,False,4354,0,0
records/units/gpt4o/eda_008/1/analogcoder/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXPdwmh5LtlMC5dWVqDZDeoYdh7,1789010091,True,False,2588,0,0
records/units/gpt4o/eda_008/1/direct/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXa2Dn2gBMjEVvQMC7nChPeozW2,1789010102,True,False,691,0,0
records/units/gpt4o/eda_008/1/direct/calls/call_02/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXdQTI6lSz2Wl1DpGotyJRAuehh,1789010105,True,False,689,0,0
records/units/gpt4o/eda_008/1/direct/calls/call_03/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMPXghBQxUxJ2sbqREKXgjVsLUKdF,1789010108,True,False,691,0,0
records/units/gpt4o/eda_008/1/full/calls/call_01/request.json,generation,gpt-4o,gpt-4o-2024-08-06,chatcmpl-EMT6qZYUO58bQMdo2j16Skmo873KB,1789023820,True,False,2071,0,0
